SourceIdentifier,SourceFileName,GLAccountCode,Division,SubDivision,ProfitCentre1,ProfitCentre2,PlantCode,ReturnPeriod,SupplierGSTIN,DocumentType,SupplyType,DocumentNumber,DocumentDate,OriginalDocumentNumber,OriginalDocumentDate,CRDRPreGST,LineNumber,CustomerGSTIN,UINorComposition,OriginalCustomerGSTIN,CustomerName,CustomerCode,BillToState,ShipToState,POS,PortCode,ShippingBillNumber,ShippingBillDate,FOB,ExportDuty,HSNorSAC,ProductCode,ProductDescription,CategoryOfProduct,UnitOfMeasurement,Quantity,TaxableValue,IntegratedTaxRate,IntegratedTaxAmount,CentralTaxRate,CentralTaxAmount,StateUTTaxRate,StateUTTaxAmount,CessRateAdvalorem,CessAmountAdvalorem,CessRateSpecific,CessAmountSpecific,InvoiceValue,ReverseChargeFlag,TCSFlag,eComGSTIN,ITCFlag,ReasonForCreditDebitNote,AccountingVoucherNumber,AccountingVoucherDate,Userdefinedfield1,Userdefinedfield2,Userdefinedfield3
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-11","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-12","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-13","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-14","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-15","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-16","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-17","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-18","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-19","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-20","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-21","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-22","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-23","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-24","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-25","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-26","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-27","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-28","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-29","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-30","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-31","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-32","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-33","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-34","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-35","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-36","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-37","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-38","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-39","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-40","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-41","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-42","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-43","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-44","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-45","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-46","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-47","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-48","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-49","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-50","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-51","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-52","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-53","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-54","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-55","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-56","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-57","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-58","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-59","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-60","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-61","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-62","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-63","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-64","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-65","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-66","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-67","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-68","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-69","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-70","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-71","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-72","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-73","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-74","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-75","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-76","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-77","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-78","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-79","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-80","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-81","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-82","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-83","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-84","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-85","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-86","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-87","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-88","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-89","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-90","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-91","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-92","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
